AHK Function;code line;AHK File
"Table_RenameCol( Table, Column_Names="""" )";1912;Table.ahk
Table_Reverse( Table );1928;Table.ahk
Table_RotateL( Table );1941;Table.ahk
Table_SetCell( Table, RowID, Column, value );1960;Table.ahk
"Table_SpacePad( Table, MinPadCount=3, PadChar="" "" )";2121;Table.ahk
Table_ToCSV( 9_10_Table );2221;Table.ahk
Table_Transpose( Table );2731;Table.ahk
Table_Width( Table );2940;Table.ahk
tAf(calloutNumber, foundPos, haystack);2736;C.ahk
TakeScreenshot();837;MISC Functions.ahk
talk_reciever(wParam, lParam);97;talk.ahk
talk_send(ByRef StringToSend, ByRef TargetScriptTitle);156;talk.ahk
TARGETASUTF8();1539;_Scintilla.ahk
TARGETFROMSELECTION();1543;_Scintilla.ahk
Taskbar_Count();17;Taskbar.ahk
Taskbar_Disable(bDisable=true);165;Taskbar.ahk
"Taskbar_Flash( Hwnd=0, Options="""" )";129;Taskbar.ahk
Taskbar_Focus();153;Taskbar.ahk
Taskbar_GetHandle();179;Taskbar.ahk
"Taskbar_GetRect( Position, ByRef X="""", ByRef Y="""", ByRef W="""", ByRef H="""" )";198;Taskbar.ahk
Taskbar_Hide(Handle, bHide=True);236;Taskbar.ahk
Taskbar_Move(Pos, NewPos);257;Taskbar.ahk
Taskbar_Remove(Position);281;Taskbar.ahk
taskbarButtonCreatedMsgHandler(wParam,lParam,msg,hwnd);1050;taskbarInterface.ahk
taskbarButtonCreatedMsgHandler(wParam,lParam,msg,hwnd);1064;taskbarInterface_v2.ahk
"TaskButton(sExeName = """")";19;TaskButton (2).ahk
"TaskButton(sExeName = """")";19;TaskButton.ahk
TaskButton_Delete(idx);62;TaskButton (2).ahk
TaskButton_Delete(idx);62;TaskButton.ahk
TaskButton_GetTaskSwBar();76;TaskButton (2).ahk
TaskButton_GetTaskSwBar();76;TaskButton.ahk
TaskButton_Hide(idn, bHide = True);55;TaskButton (2).ahk
TaskButton_Hide(idn, bHide = True);55;TaskButton.ahk
TaskButton_Move(idxOld, idxNew);69;TaskButton (2).ahk
TaskButton_Move(idxOld, idxNew);69;TaskButton.ahk
"TaskDialog(hParent = 0, sText = """", sButtons = """", iFlags = 0, sIcons = """", sRadios = """", sCallback = """", iWidth = 0, hNavigate = 0)";132;TaskDialog (2).ahk
TaskDialog_ANSItoWide(ptrANSI, ByRef sWide);399;TaskDialog (2).ahk
TaskDialog_WidetoANSI(ptrWide, ByRef sANSI);405;TaskDialog (2).ahk
"TbMenu_Add(tbm, Text, ImageFileOrIndex="""", IconNumber=1, State=0x4, Style=0)";59;TbMenu-proto.ahk
TbMenu_Create(Style=0x80800044, ExStyle=0, Owner=0);30;TbMenu-proto.ahk
TbMenu_GetImageList(tbm);112;TbMenu-proto.ahk
TbMenu_RegisterClass();125;TbMenu-proto.ahk
TbMenu_SetImageList(tbm, hIL);106;TbMenu-proto.ahk
"TbMenu_SetMetrics(tbm, xPad="""", yPad="""", xButtonMargin="""", yButtonMargin="""", xMargin="""", yMargin="""")";93;TbMenu-proto.ahk
TbMenu_Show(tbm);119;TbMenu-proto.ahk
TbMenu_WndProc(hwnd, Msg, wParam, lParam);145;TbMenu-proto.ahk
TC_EX_CreateTCITEM(ByRef TCITEM);41;TC_EX.ahk
TC_EX_GetCount(HTC);49;TC_EX.ahk
TC_EX_GetFocus(HTC);58;TC_EX.ahk
TC_EX_GetIcon(HTC, TabIndex);67;TC_EX.ahk
TC_EX_GetInterior(HTC, ByRef X, ByRef Y, ByRef W, ByRef H);84;TC_EX.ahk
TC_EX_GetRect(HTC, TabIndex, ByRef X, ByRef Y, ByRef W, ByRef H);100;TC_EX.ahk
TC_EX_GetSel(HTC);119;TC_EX.ahk
TC_EX_GetText(HTC, TabIndex);128;TC_EX.ahk
TC_EX_RemoveLast(HTC);165;TC_EX.ahk
TC_EX_SetFocus(HTC, TabIndex);209;TC_EX.ahk
TC_EX_SetIcon(HTC, TabIndex, IconIndex);183;TC_EX.ahk
TC_EX_SetImageList(HTC, HIL);200;TC_EX.ahk
TC_EX_SetMinWidth(HTC, Width);222;TC_EX.ahk
TC_EX_SetPadding(HTC, Horizontal, Vertical, Redraw = False);238;TC_EX.ahk
TC_EX_SetSel(HTC, TabIndex);256;TC_EX.ahk
TC_EX_SetSize(HTC, Width, Height);285;TC_EX.ahk
TC_EX_SetText(HTC, TabIndex, TabText);299;TC_EX.ahk
terminate();92;talk.ahk
TermWait_StopWaiting(pGlobal);45;TermWait.ahk
Tessellate(worldTransform,flatteningTolerance);936;d2d1.ahk
Test();67;Mini_Framwork\0.3\System\MfUnicode\MfRecordSetSqlLite.ahk
Test();33;RecordSetSqlLite.ahk
test();1064;tokelex.ahk
Test(H, N=-1);81;Regex.ahk
test_lexerFromFile();3345;C.ahk
test_lexerFromString();3313;C.ahk
test_transientTypes();3356;C.ahk
test_typeComparisons();3376;C.ahk
test1();3169;C.ahk
test2();3232;C.ahk
test2__();3292;C.ahk
test2___();3252;C.ahk
test2____();3272;C.ahk
TestRecordSet();253;DataBaseAbstract.ahk
TestRecordSet();534;Mini_Framwork\0.3\System\MfUnicode\MfDbUcdAbstract.ahk
TEXTHEIGHT(line=0);1546;_Scintilla.ahk
TextOutA(p1, p2, p3, p4, p5);19;GDI.hooks.ahk
TextSwapUpdate(pIDirectDraw);433;TexSwapLib.ahk
TextSwapUpdate2(pIDirectDraw);388;TexSwapLib.ahk
TextSwapUpdate2Device3(pIDirectDraw);344;TexSwapLib.ahk
"TEXTWIDTH(styleNumber=0,text="""")";1549;_Scintilla.ahk
"TF(TextFile, CreateGlobalVar = ""T"")";1100;tf.ahk
TF_AlignCenter(Text, StartLine = 1, EndLine = 0, Columns = 80, Padding = 0);321;tf.ahk
TF_AlignLeft(Text, StartLine = 1, EndLine = 0, Columns = 80, Padding = 0);292;tf.ahk
TF_AlignRight(Text, StartLine = 1, EndLine = 0, Columns = 80, Skip = 0);353;tf.ahk
TF_Append(File1, File2);775;tf.ahk
TF_ColCut(Text, StartLine = 1, EndLine = 0, StartColumn = 1, EndColumn = 1);509;tf.ahk
TF_ColGet(Text, StartLine = 1, EndLine = 0, StartColumn = 1, EndColumn = 1, Skip = 0);464;tf.ahk
"TF_ColPut(Text, Startline = 1, EndLine = 0, StartColumn = 1, InsertText = """", Skip = 0)";487;tf.ahk
"TF_ConCat(FirstTextFile, SecondTextFile, OutputFile = """", Blanks = 0, FirstPadMargin = 0, SecondPadMargin = 0)";389;tf.ahk
TF_Count(String, Char);594;FindMe.ahk
TF_Count(String, Char);1090;tf.ahk
TF_CountLines(Text);47;tf.ahk
"TF_Find(Text, StartLine = 1, EndLine = 0, SearchText = """", ReturnFirst = 1, ReturnText = 0)";728;tf.ahk
"TF_FindLines(Text, StartLine = 1, EndLine = 0, SearchText = """", CaseSensitive = false)";759;tf.ahk
TF_GetData(byref OW, byref Text, byref FileName);601;FindMe.ahk
TF_GetData(byref OW, byref Text, byref FileName);1116;tf.ahk
"TF_InsertLine(Text, StartLine = 1, Endline = 0, InsertText = """")";202;tf.ahk
"TF_InsertPrefix(Text, StartLine = 1, EndLine = 0, InsertText = """")";230;tf.ahk
"TF_InsertSuffix(Text, StartLine = 1, EndLine = 0 , InsertText = """")";244;tf.ahk
TF_LineNumber(Text, Leading = 0, Restart = 0, Char = 0);427;tf.ahk
"TF_MakeFile(Text, Lines = 1, Columns = 1, Fill = "" "")";1001;tf.ahk
TF_Prepend(File1, File2);764;tf.ahk
"TF_RangeReplace(Text, SearchTextBegin, SearchTextEnd, ReplaceText = """", CaseSensitive = ""False"", KeepBegin = 0, KeepEnd = 0)";935;tf.ahk
TF_ReadLines(Text, StartLine = 1, EndLine = 0, Trailing = 0);54;tf.ahk
"TF_RegExReplace(Text, NeedleRegEx = """", Replacement = """")";122;tf.ahk
"TF_RegExReplaceInLines(Text, StartLine = 1, EndLine = 0, NeedleRegEx = """", Replacement = """")";574;FindMe.ahk
"TF_RegExReplaceInLines(Text, StartLine = 1, EndLine = 0, NeedleRegEx = """", Replacement = """")";103;tf.ahk
TF_RemoveBlankLines(Text, StartLine = 1, EndLine = 0);151;tf.ahk
TF_RemoveDuplicateLines(Text, StartLine = 1, Endline = 0, Consecutive = 0, CaseSensitive = false);167;tf.ahk
TF_RemoveLines(Text, StartLine = 1, EndLine = 0);131;tf.ahk
"TF_Replace(Text, SearchText, ReplaceText="""")";89;tf.ahk
"TF_ReplaceInLines(Text, StartLine = 1, EndLine = 0, SearchText = """", ReplaceText = """")";70;tf.ahk
"TF_ReplaceLine(Text, StartLine = 1, Endline = 0, ReplaceText = """")";216;tf.ahk
TF_ReturnOutPut(OW, Text, FileName, TrimTrailing = 1, CreateNewFile = 0);626;FindMe.ahk
TF_ReturnOutPut(OW, Text, FileName, TrimTrailing = 1, CreateNewFile = 0);1188;tf.ahk
TF_ReverseLines(Text, StartLine = 1, EndLine = 0);530;tf.ahk
TF_Save(Text, FileName, OverWrite = 1);1096;tf.ahk
"TF_SetGlobal(var, content = """")";1108;tf.ahk
TF_SetWidth(Text,Width,AlignText);1156;tf.ahk
"TF_Sort(Text, SortOptions = """", StartLine = 1, EndLine = 0)";1030;tf.ahk
TF_Space(Width);1181;tf.ahk
TF_Spaces2Tab(Text, TabStop = 4, StartLine = 1, EndLine =0);1022;tf.ahk
"TF_SplitFileByLines(Text, SplitAt, Prefix = ""file"", Extension = ""txt"", InFile = 1)";564;tf.ahk
"TF_SplitFileByText(Text, SplitAt, Prefix = ""file"", Extension = ""txt"", InFile = 1)";665;tf.ahk
TF_Substract(File1, File2, PartialMatch = 0);893;tf.ahk
TF_Tab2Spaces(Text, TabStop = 4, StartLine = 1, EndLine =0);1014;tf.ahk
TF_Tail(Text, Lines = 1, RemoveTrailing = 0, ReturnEmpty = 1);1052;tf.ahk
TF_TrimLeft(Text, StartLine = 1, EndLine = 0, Count = 1);258;tf.ahk
TF_TrimRight(Text, StartLine = 1, EndLine = 0, Count = 1);275;tf.ahk
TF_WhiteSpace(Text, RemoveLeading = 1, RemoveTrailing = 1, StartLine = 1, EndLine = 0);848;tf.ahk
TF_Wrap(Text, Columns = 80, AllowBreak = 0, StartLine = 1, EndLine = 0);822;tf.ahk
"ThousandsSep(x, s="","")";3;Mini_Libs\ThousandsSep.ahk
"ThousandsSep(x, s="","")";3;ThousandsSep.ahk
ThreadedMsgbox(message);1371;FcnLib.ahk
"Threads_GetProcessThreadOrList( processID, byRef list="""" )";8;Threads.ahk
Threads_GetThreadOfWindow( hWnd=0 );53;Threads.ahk
Threads_GetThreadOfWindowCallBack( hWnd, lParam );76;Threads.ahk
ThumbBarAddButtons();871;taskbarInterface.ahk
ThumbBarAddButtons();884;taskbarInterface_v2.ahk
ThumbBarSetImageList();879;taskbarInterface.ahk
ThumbBarSetImageList();892;taskbarInterface_v2.ahk
TimePlus(one, two);482;FcnLib.ahk
TimePlus(one, two);134;MISC Functions.ahk
TimeToTicks(hour, minute, second);1145;Mini_Framwork\0.3\System\MfTimeSpan.ahk
Title(Text);10;Title.ahk
tnf(calloutNumber, foundPos, haystack);2741;C.ahk
TO_AddToPaths(pixelpath,pixeltree,char);748;TO TextOverlay.ahk
TO_AddToResults(results,lineresults,y1,y2);933;TO TextOverlay.ahk
TO_BelowThresholdBrightness(argb);1106;TO TextOverlay.ahk
TO_CompactPixeltree(pixeltree);879;TO TextOverlay.ahk
TO_CoordAddition(controlcoords,wareacoords);1140;TO TextOverlay.ahk
TO_CreateCharBitmap(char,format);490;TO TextOverlay.ahk
TO_CropCharBitmap(pBitmap,fontlines);619;TO TextOverlay.ahk
TO_DebugBitmap(pBitmap);1534;TO TextOverlay.ahk
TO_DEPTH(x);52;object.ahk
TO_DivideAndParse(pBitmap,forest,lines,spaceinpixels,skiplist);593;TO TextOverlay.ahk
TO_DrawWords(matches,realcoords,selection);1149;TO TextOverlay.ahk
TO_EmptyColumnPath(lineheight);944;TO TextOverlay.ahk
TO_FindClosestDown(sourcex,sourcey,results);1343;TO TextOverlay.ahk
TO_FindClosestLeft(sourcex,sourcey,results);1370;TO TextOverlay.ahk
TO_FindClosestRight(sourcex,sourcey,results);1414;TO TextOverlay.ahk
TO_FindClosestUp(sourcex,sourcey,results);1319;TO TextOverlay.ahk
TO_FindColHorizontal(pBitmap,x,y,findcol);152;TO TextOverlay.ahk
TO_FindColVertical(pBitmap,x,y,findcol);186;TO TextOverlay.ahk
TO_FindFarLeft(sourcex,sourcey,results);1392;TO TextOverlay.ahk
TO_FindFarRight(sourcex,sourcey,results);1437;TO TextOverlay.ahk
TO_FindGaps(pBitmap,backgroundcolour,skiplist);388;TO TextOverlay.ahk
TO_FindLines(pBitmap,forest,skiplist,gaplist,backgroundcolour);232;TO TextOverlay.ahk
TO_FindNotColHorizontal(pBitmap,x,y,findcol);169;TO TextOverlay.ahk
TO_FindNotColVertical(pBitmap,x,y,findcol,limit=0);203;TO TextOverlay.ahk
TO_GenerateMatchnet(matches);1247;TO TextOverlay.ahk
TO_GenerateTree(charstring,fontinfo,forest);96;TO TextOverlay.ahk
TO_GetControlCoords(control,window);510;TO TextOverlay.ahk
TO_GetFontlines(format);520;TO TextOverlay.ahk
TO_GetLineHeight(pBitmap);537;TO TextOverlay.ahk
TO_GetPixelpath(pBitmap);705;TO TextOverlay.ahk
TO_ObjectHaskeys(object,number);1492;TO TextOverlay.ahk
TO_ParseBitmap(pBitmap,pixeltree,spaceinpixels,skiplist);954;TO TextOverlay.ahk
TO_RecursiveDebug(pixeltree);1510;TO TextOverlay.ahk
TO_SkipToNextTerm(matches,matchnet,selection,direction);1460;TO TextOverlay.ahk
TO_WithinBox(x,y,box);374;TO TextOverlay.ahk
ToBase64();113;MemoryBuffer.ahk
ToBase64();1192;Mini_Framwork\0.3\System\MfUnicode\MfSQLite_L.ahk
toChar(ByRef str);446;XML.ahk
"ToCharArray(startIndex = 0, length = """")";3548;Mini_Framwork\0.3\System\MfString.ahk
toEntity(ByRef str);438;XML.ahk
ToFileTimeUtc();110;Mini_Framwork\0.3\System\MfDateTime.ahk
Toggle();2294;uia.ahk
Toggle();1707;UIA2.ahk
TOGGLECARETSTICKY();1553;_Scintilla.ahk
ToggleCheck(update = false);174;CMenuItem.ahk
ToggleEnable();214;CMenuItem.ahk
TOGGLEFOLD(line=0);1556;_Scintilla.ahk
ToggleStyle(Style);781;Class_Toolbar.ahk
ToggleVisible();52;SubTitleClass.ahk
ToHotstring(x);41;CHotstringOptions.ahk
ToInteger(flt);1394;Mini_Framwork\0.3\System\MfFloat.ahk
tokenAvailable(pos);1009;tokelex.ahk
tokenizer(command, operators, whitespace);2602;C.ahk
tokenizer_callback(lineReader, tokens, gettingLineContinuation);2820;C.ahk
tokenizer_dropMultiLineToken(lineReader, tokens, ByRef startPos, ByRef endPos, byref match, TOKEN_END_RE);320;lexer.ahk
tokenizer_orig(command, operators, whitespace);2581;C.ahk
tokenizer_piecemeal(lineReader, tokens, gettingLineContinuation);2904;C.ahk
tokenizer_readMultiLineToken(lineReader, tokens, ByRef startPos, ByRef endPos, byref match, TOKEN_END_RE);332;lexer.ahk
tokenType(token);2759;C.ahk
tokenTypeInfo(token);2778;C.ahk
ToLower();3646;Mini_Framwork\0.3\System\MfString.ahk
toLower(v);541;chatGUI.ahk
ToObject(enumType, value);1468;Mini_Framwork\0.3\System\MfEnum.ahk
"tool(content,wait=2500,x="""",y="""")";1;Mini_Libs\tool.ahk
"Toolbar_Add(hGui, Handler, Style="""", ImageList="""", Pos="""")";78;Toolbar.ahk
Toolbar_add2Form(hParent, Txt, Opt);1081;Toolbar.ahk
"Toolbar_AutoSize(hCtrl, Align=""fit"")";156;Toolbar.ahk
Toolbar_CheckButton(hCtrl, WhichButton, bCheck=1);263;Toolbar.ahk
Toolbar_Clear(hCtrl);187;Toolbar.ahk
Toolbar_CommandToIndex( hCtrl, ID );230;Toolbar.ahk
Toolbar_compileButtons(hCtrl, Btns, ByRef cBTN);781;Toolbar.ahk
"Toolbar_Count(hCtrl, pQ=""c"")";206;Toolbar.ahk
Toolbar_Customize(hCtrl);243;Toolbar.ahk
"Toolbar_Define(hCtrl, pQ="""")";285;Toolbar.ahk
Toolbar_DeleteButton(hCtrl, Pos=1);316;Toolbar.ahk
"Toolbar_GetButton(hCtrl, WhichButton, pQ="""")";355;Toolbar.ahk
Toolbar_getButtonArray(hCtrl, ByRef cBtn);979;Toolbar.ahk
Toolbar_GetButtonSize(hCtrl, ByRef W, ByRef H);421;Toolbar.ahk
Toolbar_GetMaxSize(hCtrl, ByRef Width, ByRef Height);438;Toolbar.ahk
"Toolbar_GetRect(hCtrl, Pos="""", pQ="""")";458;Toolbar.ahk
Toolbar_getStateName( hState );991;Toolbar.ahk
Toolbar_getStyleName( hStyle );1008;Toolbar.ahk
"Toolbar_Insert(hCtrl, Btns, Pos="""")";525;Toolbar.ahk
Toolbar_malloc(pSize);1062;Toolbar.ahk
Toolbar_memcpy(dst, src, cnt);1076;Toolbar.ahk
Toolbar_memmove(dst, src, cnt);1072;Toolbar.ahk
Toolbar_mfree(pAdr);1067;Toolbar.ahk
Toolbar_MoveButton(hCtrl, Pos, NewPos);552;Toolbar.ahk
Toolbar_onEndAdjust(hCtrl, cBTN, cnt);1024;Toolbar.ahk
Toolbar_onNotify(Wparam,Lparam,Msg,Hwnd);875;Toolbar.ahk
Toolbar_SetBitmapSize(hCtrl, Width=0, Height=0);573;Toolbar.ahk
"Toolbar_SetButton(hCtrl, WhichButton, State="""", Width="""")";591;Toolbar.ahk
"Toolbar_SetButtonSize(hCtrl, W, H="""")";691;Toolbar.ahk
"Toolbar_SetButtonWidth(hCtrl, Min, Max="""")";650;Toolbar.ahk
Toolbar_SetDrawTextFlags(hCtrl, Mask, Flags);675;Toolbar.ahk
"Toolbar_SetImageList(hCtrl, hIL=""1S"")";708;Toolbar.ahk
Toolbar_SetMaxTextRows(hCtrl, iMaxRows=0);734;Toolbar.ahk
"Toolbar_ToggleStyle(hCtrl, Style=""LIST"")";749;Toolbar.ahk
"ToolTip(ID="""", text="""", title="""",options="""")";199;ToolTip.ahk
ToolTip_ExtractIcon(Filename, IconNumber, IconSize);629;ToolTip.ahk
ToolTip_GetAssociatedIcon(File);653;ToolTip.ahk
ToolWindow_ShellMessage(wParam, lParam, msg, hwnd);40;AttachToolWindow.ahk
ToOptions(x);21;CHotstringOptions.ahk
ToSqlLiteral(value);196;DataBaseAbstract.ahk
ToSqlLiteral(value);397;Mini_Framwork\0.3\System\MfUnicode\MfDbUcdAbstract.ahk
ToString();77;CHotKey.ahk
ToString();74;Collection.ahk
ToString();24;DataBaseAbstract.ahk
ToString();114;DataBaseAbstract.ahk
ToString();135;MemoryBuffer.ahk
ToString();136;Mini_Framwork\0.3\System\IO\MfFileNotFoundException.ahk
ToString();851;Mini_Framwork\0.3\System\MfBool.ahk
ToString();1174;Mini_Framwork\0.3\System\MfByte.ahk
ToString();1683;Mini_Framwork\0.3\System\MfChar.ahk
ToString();588;Mini_Framwork\0.3\System\MfCollectionBase.ahk
ToString();123;Mini_Framwork\0.3\System\MfDateTime.ahk
ToString();1550;Mini_Framwork\0.3\System\MfEnum.ahk
ToString();1902;Mini_Framwork\0.3\System\MfEnum.ahk
ToString();283;Mini_Framwork\0.3\System\MfException.ahk
ToString();1448;Mini_Framwork\0.3\System\MfFloat.ahk
ToString();1188;Mini_Framwork\0.3\System\MfInt16.ahk
ToString();1190;Mini_Framwork\0.3\System\MfInt64.ahk
ToString();1254;Mini_Framwork\0.3\System\MfInteger.ahk
ToString();219;Mini_Framwork\0.3\System\MfListBase.ahk
ToString();351;Mini_Framwork\0.3\System\MfNull.ahk
ToString();645;Mini_Framwork\0.3\System\MfObject.ahk
ToString();822;Mini_Framwork\0.3\System\MfParams.ahk
ToString();104;Mini_Framwork\0.3\System\MfPrimitive.ahk
ToString();3666;Mini_Framwork\0.3\System\MfString.ahk
ToString();1174;Mini_Framwork\0.3\System\MfTimeSpan.ahk
ToString();513;Mini_Framwork\0.3\System\MfType.ahk
ToString();131;Mini_Framwork\0.3\System\MfUnicode\MfDbUcdAbstract.ahk
ToString();333;Mini_Framwork\0.3\System\MfUnicode\MfDbUcdAbstract.ahk
ToString();1290;Mini_Framwork\0.3\System\MfUnicode\MfSQLite_L.ahk
ToString(fieldCount = -1);553;Mini_Framwork\0.3\System\MfVersion.ahk
ToStringList();867;Mini_Framwork\0.3\System\MfParams.ahk
ToTitle();3683;Mini_Framwork\0.3\System\MfString.ahk
ToUpper();3701;Mini_Framwork\0.3\System\MfString.ahk
Transfer();597;WPD.ahk
"Transform(Cmd, Value1, Value2 = """")";212;Functions.ahk
"Transform(Cmd, Value1, Value2 = """")";4395;Mini_Framwork\0.3\System\Mfunc.ahk
transformXML();434;XML.ahk
Translate(str, lng);20;GTranslate.ahk
"Tray_Add( hGui, Handler, Icon, Tooltip="""")";31;Tray.ahk
"Tray_Click(Position, Button=""L"")";68;Tray.ahk
Tray_Count();87;Tray.ahk
Tray_Disable(bDisable=true);175;Tray.ahk
"Tray_Focus(hGui="""", hTray="""")";193;Tray.ahk
"Tray_GetRect( Position, ByRef x="""", ByRef y="""", ByRef w="""", ByRef h="""" )";225;Tray.ahk
Tray_GetTooltip(Position);257;Tray.ahk
Tray_getTrayBar();391;Tray.ahk
Tray_loadIcon(pPath, pSize=32);398;Tray.ahk
"Tray_Move(Pos, NewPos="""")";332;Tray.ahk
Tray_onShellIcon(Wparam, Lparam);412;Tray.ahk
Tray_Refresh();379;Tray.ahk
"Tray_Remove( hGui, hTray="""")";354;Tray.ahk
"TrayIcon(sExeName = """")";36;TrayIcon (3).ahk
"TrayIcon(sExeName = """")";36;TrayIcon.ahk
TrayIcon_Delete(idx);96;TrayIcon (3).ahk
TrayIcon_Delete(idx);96;TrayIcon.ahk
TrayIcon_GetTrayBar();111;TrayIcon (3).ahk
TrayIcon_GetTrayBar();111;TrayIcon.ahk
TrayIcon_Hide(idn, bHide = True);88;TrayIcon (3).ahk
TrayIcon_Hide(idn, bHide = True);88;TrayIcon.ahk
TrayIcon_Move(idxOld, idxNew);104;TrayIcon (3).ahk
TrayIcon_Move(idxOld, idxNew);104;TrayIcon.ahk
TrayIcon_Remove(hWnd, uID, nMsg = 0, hIcon = 0, nRemove = 2);76;TrayIcon (3).ahk
TrayIcon_Remove(hWnd, uID, nMsg = 0, hIcon = 0, nRemove = 2);76;TrayIcon.ahk
"TrayMsg(Title, Text="""", TimeInSeconds=20, Icon=1, Options="""")";1030;FcnLib.ahk
tricky(item);1506;FC.ahk
Trim(rectangles,count);825;dcomp.ahk
"Trim(trimChars = """")";3730;Mini_Framwork\0.3\System\MfString.ahk
"TrimEnd(trimChars = """")";3788;Mini_Framwork\0.3\System\MfString.ahk
"TrimStart(trimChars = """")";3845;Mini_Framwork\0.3\System\MfString.ahk
TryGetFontTable(openTypeTableTag);431;dwrite (2).ahk
TryGetFontTable(openTypeTableTag,tableData,Byref tableSize,Byref tableContext,Byref exists);293;dwrite.ahk
TryKillWin(win);1503;MISC Functions.ahk
TryParse(ByRef result, s);1710;Mini_Framwork\0.3\System\MfChar.ahk
TryParse(value, ByRef outEnum, ignoreCase = true);879;Mini_Framwork\0.3\System\MfEnum.ahk
TryParseEnum(enumType, value, ignoreCase, ByRef parseResult);1056;Mini_Framwork\0.3\System\MfEnum.ahk
TryParseItem(enumType, value, ByRef outEnumItem, ignoreCase = true);930;Mini_Framwork\0.3\System\MfEnum.ahk
TT_Close(T);439;TT.ahk
TT_DEL(T,Control);346;TT.ahk
TT_Delete(this);249;TT.ahk
TT_Init();148;TT.ahk
TT_OnMessage(wParam,lParam,msg,hwnd);274;TT.ahk
TT_Text(T,text);363;TT.ahk
TTM_ADDTOOL(T,pTOOLINFO);608;TT.ahk
TTM_ADJUSTRECT(T,action,prect);612;TT.ahk
TTM_DELTOOL(T,pTOOLINFO);616;TT.ahk
TTM_ENUMTOOLS(T,idx,pTOOLINFO);620;TT.ahk
TTM_GETBUBBLESIZE(T,pTOOLINFO);624;TT.ahk
TTM_GETCURRENTTOOL(T,pTOOLINFO);628;TT.ahk
TTM_GETDELAYTIME(T,whichtime);632;TT.ahk
TTM_GETMARGIN(T,pRECT);637;TT.ahk
TTM_GETTEXT(T,buffer,pTOOLINFO);645;TT.ahk
TTM_GETTITLE(T,pTTGETTITLE);657;TT.ahk
TTM_GETTOOLINFO(T,pTOOLINFO);666;TT.ahk
TTM_HITTEST(T,pTTHITTESTINFO);670;TT.ahk
TTM_UPDATE(T);754;TT.ahk
TTM_WINDOWFROMPOINT(T,pPOINT);761;TT.ahk
turnOffButtonMessages();1192;taskbarInterface.ahk
turnOffButtonMessages();1202;taskbarInterface_v2.ahk
turnOnButtonMessages();1198;taskbarInterface.ahk
turnOnButtonMessages();1208;taskbarInterface_v2.ahk
"TVX( pTree, pSub, pOptions="""", pUserData="""" )";29;TVX.ahk
TVX_CopyItem(destc, destp, source);331;TVX.ahk
TVX_CopyProc(iType, item);288;TVX.ahk
TVX_Move(item, direction);162;TVX.ahk
TVX_OnItemSelect(pItemId);344;TVX.ahk
TVX_OnKeyPress(pKey);372;TVX.ahk
TVX_Walk(root, label, ByRef event_type, ByRef event_param);67;TVX.ahk
"Type(_key_="""")";334;_Struct.ahk
type(v);4;type.ahk
typedef(command);295;C.ahk
typedef__(command);289;C.ahk
typedef___(command);302;C.ahk
typedef____(command);309;C.ahk
typedef_parser(tokens, byref position);2350;C.ahk
typedef_parser__(lexer);2452;C.ahk
typedef_parser___(tokens, byref position);2384;C.ahk
typedef_parser____(tokens, byref position);2418;C.ahk
TypeOf(obj);539;Mini_Framwork\0.3\System\MfType.ahk
TypeOfName(obj);567;Mini_Framwork\0.3\System\MfType.ahk
u2v(u);93;NetworkAPI.ahk
u2v_clean(u);113;NetworkAPI.ahk
UIA_Attribute(n);3203;uia.ahk
UIA_Attribute(n);2443;UIA2.ahk
UIA_AttributeVariantType(id);3212;uia.ahk
UIA_AttributeVariantType(id);2452;UIA2.ahk
UIA_ControlType(n);3218;uia.ahk
UIA_ControlType(n);2458;UIA2.ahk
"UIA_ElementArray(p, uia="""")";649;UIA_Interface.ahk
UIA_Enum(t);3236;uia.ahk
UIA_Enum(t);2476;UIA2.ahk
UIA_Error(a,b);2406;UIA2.ahk
UIA_Event(n);3227;uia.ahk
UIA_Event(n);2467;UIA2.ahk
UIA_GUID(ByRef GUID, sGUID);679;UIA_Interface.ahk
UIA_Hex(p);672;UIA_Interface.ahk
UIA_hr(a,b);3166;uia.ahk
UIA_Hr(hr);636;UIA_Interface.ahk
UIA_Interface();628;UIA_Interface.ahk
"UIA_IsVariant(ByRef vt, ByRef type="""")";687;UIA_Interface.ahk
UIA_NotImplemented();645;UIA_Interface.ahk
UIA_OnEvent(ByRef ptr,name);3054;uia.ahk
UIA_OnEvent(ByRef ptr,name);2294;UIA2.ahk
UIA_Pattern(n);3194;uia.ahk
UIA_Pattern(n);2434;UIA2.ahk
UIA_Property(n);3179;uia.ahk
UIA_Property(n);2419;UIA2.ahk
UIA_PropertyVariantType(id);3188;uia.ahk
UIA_PropertyVariantType(id);2428;UIA2.ahk
UIA_RectStructure(this, ByRef r);659;UIA_Interface.ahk
UIA_RectToObject(ByRef r);655;UIA_Interface.ahk
UIA_SafeArraysToObject(keys,values);665;UIA_Interface.ahk
UIA_Type(ByRef item, ByRef info);691;UIA_Interface.ahk
UIA_Variant(ByRef var,type=0,val=0);683;UIA_Interface.ahk
UIA_VariantChangeType(pvarDst, pvarSrc, vt=8);749;UIA_Interface.ahk
UIA_VariantClear(pvar);752;UIA_Interface.ahk
UIA_VariantData(ByRef p, flag=1);693;UIA_Interface.ahk
Unadvise(pszCookie);203;WPD.ahk
